product_id,product_name,category,subcategory,brand,unit_price,cost_price
PROD0054,LumiCare Hair Serum 779,Beauty,Haircare,LumiCare,419,229.77
PROD0055,ActiveEdge Water Bottle 821,Sports & Fitness,Outdoor,ActiveEdge,669,460.5
PROD0056,Samsonic Notebook 538,Electronics,Laptops,Samsonic,2539,1707.55
PROD0057,Trendify Formal Shoes 767,Fashion,Footwear,Trendify,829,398.14
PROD0058,Wardrobe Co. Women's Kurti 849,Fashion,Women,Wardrobe Co.,619,314.64
PROD0059,PureSkin Conditioner 786,Beauty,Haircare,PureSkin,159,107.27
PROD0060,Wardrobe Co. Women's Kurti 477,Fashion,Women,Wardrobe Co.,2319,1525.43
PROD0061,PeakGear Water Bottle 909,Sports & Fitness,Outdoor,PeakGear,3259,1599.69
PROD0062,GlowUp Sunscreen 724,Beauty,Skincare,GlowUp,199,106.33
PROD0063,UrbanThread Women's Kurti 987,Fashion,Women,UrbanThread,729,480.23
PROD0064,KitchenKing Water Purifier 875,Home & Kitchen,Appliances,KitchenKing,3639,2332.18
PROD0065,GlowUp Face Wash 277,Beauty,Skincare,GlowUp,1649,969.96
PROD0066,HomeCraft Microwave Oven 347,Home & Kitchen,Appliances,HomeCraft,2029,977.39
PROD0067,VelvetTouch Shampoo 752,Beauty,Haircare,VelvetTouch,1759,647.0
PROD0068,Voltek Laptop 400,Electronics,Laptops,Voltek,2659,1396.0
PROD0069,Samsonic Phone 519,Electronics,Smartphones,Samsonic,24189,14514.57
PROD0070,StyleHub Men's Jeans 347,Fashion,Men,StyleHub,379,153.63
PROD0071,Metro Wear Men's Jeans 451,Fashion,Men,Metro Wear,799,435.91
PROD0072,BrightMind Books Business Book 993,Books,Non-Fiction,BrightMind Books,919,384.15
PROD0073,UrbanThread Men's Jeans 818,Fashion,Men,UrbanThread,2129,1310.09
PROD0074,Metro Wear Formal Shoes 136,Fashion,Footwear,Metro Wear,1209,583.59
PROD0075,PeakGear Skipping Rope 724,Sports & Fitness,Fitness,PeakGear,669,400.88
PROD0076,Zenith Charger 785,Electronics,Accessories,Zenith,2709,1640.87
PROD0077,Voltek Wireless Earbuds 608,Electronics,Audio,Voltek,4709,2865.49
PROD0078,Comfora Air Fryer 264,Home & Kitchen,Appliances,Comfora,4049,1942.7
PROD0079,Trendify Power Bank 345,Fashion,Accessories,Trendify,1569,570.77
PROD0080,StyleHub Women's Top 847,Fashion,Women,StyleHub,609,242.98
PROD0081,ActiveEdge Sports Cap 543,Sports & Fitness,Sportswear,ActiveEdge,3659,2090.5
PROD0082,Metro Wear Running Shoes 784,Fashion,Footwear,Metro Wear,1159,512.51
PROD0083,Voltek Cable 451,Electronics,Accessories,Voltek,23579,14125.47
PROD0084,TrailBlaze Sports T-Shirt 334,Sports & Fitness,Sportswear,TrailBlaze,6229,3923.67
PROD0085,Voltek Notebook 646,Electronics,Laptops,Voltek,3659,2048.91
PROD0086,LumiCare Kajal 765,Beauty,Makeup,LumiCare,839,582.67
PROD0087,Wardrobe Co. Women's Saree 395,Fashion,Women,Wardrobe Co.,599,384.73
PROD0088,Metro Wear Sneakers 325,Fashion,Footwear,Metro Wear,1119,462.9
PROD0089,LumiCare Hair Oil 976,Beauty,Haircare,LumiCare,589,232.56
PROD0090,Voltek Phone 384,Electronics,Smartphones,Voltek,38899,15292.68
PROD0091,Wardrobe Co. Men's Jeans 970,Fashion,Men,Wardrobe Co.,1489,685.43
PROD0092,InkWell Publications Mystery Novel 859,Books,Fiction,InkWell Publications,379,160.55
PROD0093,Voltek Headphones 255,Electronics,Audio,Voltek,11469,7801.3
PROD0094,FitPro Gym Shorts 857,Sports & Fitness,Sportswear,FitPro,10399,5976.36
PROD0095,NatureBloom Shampoo 865,Beauty,Haircare,NatureBloom,199,94.41
PROD0096,StorySpring Mystery Novel 321,Books,Fiction,StorySpring,289,137.96
PROD0097,Samsonic Bluetooth Speaker 317,Electronics,Audio,Samsonic,61619,30596.1
PROD0098,FitPro Trekking Pole 871,Sports & Fitness,Outdoor,FitPro,1309,477.53
PROD0099,Wardrobe Co. Case 757,Fashion,Accessories,Wardrobe Co.,349,228.55
PROD0100,UrbanNest Pressure Cooker 832,Home & Kitchen,Kitchen,UrbanNest,929,567.61
PROD0101,Wardrobe Co. Men's T-Shirt 379,Fashion,Men,Wardrobe Co.,1089,700.23
PROD0102,InkWell Publications Workbook 366,Books,Education,InkWell Publications,839,394.58
PROD0103,StyleHub Power Bank 880,Fashion,Accessories,StyleHub,459,227.67
PROD0104,BrightWave Cable 275,Electronics,Accessories,BrightWave,1069,451.38
PROD0105,Zenith Laptop 607,Electronics,Laptops,Zenith,9339,4244.29
PROD0106,Zenith Charger 482,Electronics,Accessories,Zenith,1589,595.49
PROD0107,Voltek Wireless Earbuds 785,Electronics,Audio,Voltek,38839,20800.27
PROD0108,Trendify Sandals 535,Fashion,Footwear,Trendify,649,296.47
PROD0109,HomeCraft Pressure Cooker 235,Home & Kitchen,Kitchen,HomeCraft,719,342.07
PROD0110,TrailBlaze Gym Shorts 925,Sports & Fitness,Sportswear,TrailBlaze,389,157.47
PROD0111,ActiveEdge Water Bottle 527,Sports & Fitness,Outdoor,ActiveEdge,2439,1549.54
PROD0112,Trendify Running Shoes 384,Fashion,Footwear,Trendify,1109,471.67
PROD0113,HomeCraft Office Chair 938,Home & Kitchen,Furniture,HomeCraft,3379,1680.86
PROD0114,Wardrobe Co. Women's Kurti 974,Fashion,Women,Wardrobe Co.,1199,520.58
PROD0115,Metro Wear Men's Jacket 728,Fashion,Men,Metro Wear,2769,1098.24
PROD0116,Zenith Headphones 228,Electronics,Audio,Zenith,13379,9267.46
PROD0117,FitPro Water Bottle 768,Sports & Fitness,Outdoor,FitPro,879,563.02
PROD0118,GlowUp Compact Powder 737,Beauty,Makeup,GlowUp,719,476.93
PROD0119,InkWell Publications Romance Novel 742,Books,Fiction,InkWell Publications,129,58.73
PROD0120,VelvetTouch Kajal 705,Beauty,Makeup,VelvetTouch,1189,646.15
PROD0121,Prestige+ Bed Frame 503,Home & Kitchen,Furniture,Prestige+,3439,1752.59
PROD0122,Trendify Men's Shirt 235,Fashion,Men,Trendify,729,467.93
PROD0123,OmniTech Cable 688,Electronics,Accessories,OmniTech,1059,432.47
PROD0124,Samsonic Notebook 477,Electronics,Laptops,Samsonic,1279,847.64
PROD0125,Zenith Notebook 274,Electronics,Laptops,Zenith,2429,1006.45
PROD0126,LivWell Curtain Set 661,Home & Kitchen,Home Decor,LivWell,689,325.87
PROD0127,UrbanNest Photo Frame 197,Home & Kitchen,Home Decor,UrbanNest,689,259.71
PROD0128,UrbanThread Sneakers 268,Fashion,Footwear,UrbanThread,1659,759.81
PROD0129,Wardrobe Co. Men's Jeans 637,Fashion,Men,Wardrobe Co.,479,251.68
PROD0130,LivWell Cookware Set 419,Home & Kitchen,Kitchen,LivWell,309,208.52
PROD0131,Chikoo Women's Top 477,Fashion,Women,Chikoo,3449,1282.71
PROD0132,BrightMind Books Self-Help Book 874,Books,Non-Fiction,BrightMind Books,199,87.73
PROD0133,Metro Wear Running Shoes 798,Fashion,Footwear,Metro Wear,1969,971.2
PROD0134,TrailBlaze Track Pants 598,Sports & Fitness,Sportswear,TrailBlaze,1189,519.44
PROD0135,GlowUp Sunscreen 262,Beauty,Skincare,GlowUp,509,336.28
PROD0136,Chikoo Men's Jeans 403,Fashion,Men,Chikoo,699,402.63
PROD0137,Comfora Table Lamp 325,Home & Kitchen,Home Decor,Comfora,529,194.63
PROD0138,Zenith Wireless Earbuds 848,Electronics,Audio,Zenith,64389,28387.35
PROD0139,Samsonic Power Bank 912,Electronics,Accessories,Samsonic,3579,2051.53
PROD0140,BrightWave Laptop 945,Electronics,Laptops,BrightWave,1089,663.89
PROD0141,ActiveEdge Trekking Pole 410,Sports & Fitness,Outdoor,ActiveEdge,3149,1736.88
PROD0142,Samsonic Cable 544,Electronics,Accessories,Samsonic,3109,2057.14
PROD0143,IronCore Skipping Rope 201,Sports & Fitness,Fitness,IronCore,3359,1438.14
PROD0144,Wardrobe Co. Case 386,Fashion,Accessories,Wardrobe Co.,389,144.14
PROD0145,NatureBloom Conditioner 408,Beauty,Haircare,NatureBloom,399,270.37
PROD0146,BrightWave Wireless Earbuds 330,Electronics,Audio,BrightWave,3729,1955.59
PROD0147,FitPro Dumbbell Set 175,Sports & Fitness,Fitness,FitPro,539,286.57
PROD0148,Zenith Bluetooth Speaker 141,Electronics,Audio,Zenith,26879,17681.84
PROD0149,Wardrobe Co. Case 558,Fashion,Accessories,Wardrobe Co.,1239,811.32
PROD0150,Pulsar Phone 379,Electronics,Smartphones,Pulsar,849,421.95
PROD0151,FitPro Track Pants 415,Sports & Fitness,Sportswear,FitPro,2169,1507.52
PROD0152,Metro Wear Men's Shirt 432,Fashion,Men,Metro Wear,3149,1797.89
PROD0153,UrbanThread Running Shoes 164,Fashion,Footwear,UrbanThread,369,177.3
PROD0154,Comfora Microwave Oven 758,Home & Kitchen,Appliances,Comfora,489,316.19
PROD0155,StyleHub Power Bank 592,Fashion,Accessories,StyleHub,3639,1809.06
PROD0156,Nexo Notebook 547,Electronics,Laptops,Nexo,1719,800.42
PROD0157,Wardrobe Co. Cable 102,Fashion,Accessories,Wardrobe Co.,1039,623.54
PROD0158,Samsonic Notebook 717,Electronics,Laptops,Samsonic,2339,1417.84
PROD0159,TrailBlaze Water Bottle 792,Sports & Fitness,Outdoor,TrailBlaze,9509,4091.59
PROD0160,Prestige+ Ceiling Fan 196,Home & Kitchen,Appliances,Prestige+,779,468.98
PROD0161,Metro Wear Women's Dress 406,Fashion,Women,Metro Wear,979,466.63
PROD0162,Samsonic Smartphone 687,Electronics,Smartphones,Samsonic,3589,1924.23
PROD0163,NatureBloom Hair Oil 871,Beauty,Haircare,NatureBloom,1339,896.72
PROD0164,OmniTech Phone 451,Electronics,Smartphones,OmniTech,8559,3560.7
PROD0165,PageTurner Press Romance Novel 278,Books,Fiction,PageTurner Press,129,87.63
PROD0166,LivWell Photo Frame 340,Home & Kitchen,Home Decor,LivWell,2069,1124.94
PROD0167,NatureBloom Conditioner 399,Beauty,Haircare,NatureBloom,279,171.2
PROD0168,StorySpring Fantasy Novel 555,Books,Fiction,StorySpring,1049,383.27
PROD0169,PureSkin Hair Serum 676,Beauty,Haircare,PureSkin,2649,1359.34
PROD0170,LivWell Bed Frame 725,Home & Kitchen,Furniture,LivWell,9159,3491.99
PROD0171,PageTurner Press Dictionary 282,Books,Education,PageTurner Press,199,119.25
PROD0172,Nexo Laptop 712,Electronics,Laptops,Nexo,24239,15462.31
PROD0173,UrbanThread Sandals 945,Fashion,Footwear,UrbanThread,959,562.8
PROD0174,PureSkin Hair Serum 369,Beauty,Haircare,PureSkin,369,212.82
PROD0175,UrbanNest Bookshelf 313,Home & Kitchen,Furniture,UrbanNest,399,224.07
PROD0176,TrailBlaze Dumbbell Set 693,Sports & Fitness,Fitness,TrailBlaze,4599,2159.4
PROD0177,Chikoo Formal Shoes 576,Fashion,Footwear,Chikoo,4019,2764.17
PROD0178,PeakGear Water Bottle 634,Sports & Fitness,Outdoor,PeakGear,9849,4603.66
PROD0179,Pulsar Notebook 292,Electronics,Laptops,Pulsar,11019,5403.11
PROD0180,FitPro Track Pants 631,Sports & Fitness,Sportswear,FitPro,349,133.16
PROD0181,Metro Wear Charger 546,Fashion,Accessories,Metro Wear,3699,1305.42
PROD0182,Metro Wear Formal Shoes 509,Fashion,Footwear,Metro Wear,1719,1016.84
PROD0183,HomeCraft Water Purifier 718,Home & Kitchen,Appliances,HomeCraft,459,196.54
PROD0184,Samsonic Case 911,Electronics,Accessories,Samsonic,59509,30298.24
PROD0185,LivWell Cookware Set 358,Home & Kitchen,Kitchen,LivWell,909,580.86
PROD0186,HomeCraft Office Chair 895,Home & Kitchen,Furniture,HomeCraft,6339,3790.83
PROD0187,Metro Wear Women's Top 431,Fashion,Women,Metro Wear,3259,1377.32
PROD0188,GlowUp Hair Serum 749,Beauty,Haircare,GlowUp,2939,1990.94
PROD0189,OmniTech Wireless Earbuds 331,Electronics,Audio,OmniTech,13619,5381.22
PROD0190,InkWell Publications History Book 479,Books,Non-Fiction,InkWell Publications,1199,503.74
PROD0191,LivWell Study Table 170,Home & Kitchen,Furniture,LivWell,779,493.2
PROD0192,LumiCare Shampoo 997,Beauty,Haircare,LumiCare,539,364.4
PROD0193,FitPro Trekking Pole 491,Sports & Fitness,Outdoor,FitPro,1319,658.47
PROD0194,UrbanThread Charger 884,Fashion,Accessories,UrbanThread,4689,1987.11
PROD0195,Trendify Power Bank 928,Fashion,Accessories,Trendify,1369,708.97
PROD0196,Voltek Bluetooth Speaker 454,Electronics,Audio,Voltek,4569,1718.34
PROD0197,Metro Wear Power Bank 747,Fashion,Accessories,Metro Wear,1639,865.67
PROD0198,BrightMind Books Mystery Novel 260,Books,Fiction,BrightMind Books,969,634.76
PROD0199,KitchenKing Office Chair 498,Home & Kitchen,Furniture,KitchenKing,6559,2414.28
PROD0200,FitPro Skipping Rope 533,Sports & Fitness,Fitness,FitPro,669,256.47
PROD0201,PureSkin Conditioner 831,Beauty,Haircare,PureSkin,649,232.03
PROD0202,IronCore Skipping Rope 877,Sports & Fitness,Fitness,IronCore,459,263.25
PROD0203,Zenith Power Bank 562,Electronics,Accessories,Zenith,5769,2767.67
PROD0204,VelvetTouch Face Wash 279,Beauty,Skincare,VelvetTouch,309,180.09
PROD0205,Samsonic Case 207,Electronics,Accessories,Samsonic,1319,785.72
PROD0206,Chikoo Men's Jacket 252,Fashion,Men,Chikoo,1149,770.43
PROD0207,NatureBloom Lipstick 863,Beauty,Makeup,NatureBloom,2239,890.06
PROD0208,BrightWave Notebook 835,Electronics,Laptops,BrightWave,10099,4073.27
PROD0209,StorySpring History Book 797,Books,Non-Fiction,StorySpring,429,176.92
PROD0210,Trendify Sandals 803,Fashion,Footwear,Trendify,1899,1295.52
PROD0211,Metro Wear Women's Kurti 700,Fashion,Women,Metro Wear,3359,1632.79
PROD0212,TrailBlaze Gym Shorts 186,Sports & Fitness,Sportswear,TrailBlaze,1699,1080.05
PROD0213,TrailBlaze Yoga Mat 818,Sports & Fitness,Fitness,TrailBlaze,1949,1100.77
PROD0214,BrightMind Books Reference Book 264,Books,Education,BrightMind Books,249,130.92
PROD0215,PureSkin Moisturizer 802,Beauty,Skincare,PureSkin,159,95.36
PROD0216,VelvetTouch Conditioner 431,Beauty,Haircare,VelvetTouch,709,257.3
PROD0217,LivWell Curtain Set 546,Home & Kitchen,Home Decor,LivWell,3299,1596.14
PROD0218,PureSkin Kajal 597,Beauty,Makeup,PureSkin,189,69.84
PROD0219,StyleHub Case 756,Fashion,Accessories,StyleHub,2169,1453.25
PROD0220,KitchenKing Mixer Grinder 145,Home & Kitchen,Kitchen,KitchenKing,7109,4191.6
PROD0221,BrightMind Books Workbook 702,Books,Education,BrightMind Books,419,153.38
PROD0222,Chikoo Men's Jeans 812,Fashion,Men,Chikoo,3649,1526.16
PROD0223,NatureBloom Shampoo 269,Beauty,Haircare,NatureBloom,1959,933.72
PROD0224,PureSkin Face Wash 372,Beauty,Skincare,PureSkin,199,108.48
PROD0225,BrightWave Cable 386,Electronics,Accessories,BrightWave,4979,2926.05
PROD0226,Trendify Charger 313,Fashion,Accessories,Trendify,1039,471.72
PROD0227,UrbanThread Sneakers 205,Fashion,Footwear,UrbanThread,1469,581.58
PROD0228,InkWell Publications History Book 621,Books,Non-Fiction,InkWell Publications,569,345.79
PROD0229,Skyline Notebook 581,Electronics,Laptops,Skyline,37189,17772.1
PROD0230,PureSkin Conditioner 286,Beauty,Haircare,PureSkin,2489,1240.52
PROD0231,Trendify Women's Kurti 251,Fashion,Women,Trendify,699,466.99
PROD0232,Chikoo Case 121,Fashion,Accessories,Chikoo,669,250.41
PROD0233,Voltek Wireless Earbuds 410,Electronics,Audio,Voltek,2529,1091.64
PROD0234,Wardrobe Co. Charger 910,Fashion,Accessories,Wardrobe Co.,1389,820.54
PROD0235,BrightWave Headphones 339,Electronics,Audio,BrightWave,3789,2142.02
PROD0236,UrbanThread Men's T-Shirt 858,Fashion,Men,UrbanThread,2809,1016.92
PROD0237,Metro Wear Women's Saree 581,Fashion,Women,Metro Wear,749,353.1
PROD0238,Voltek Charger 326,Electronics,Accessories,Voltek,17189,10802.89
PROD0239,StorySpring Mystery Novel 345,Books,Fiction,StorySpring,309,117.81
PROD0240,VelvetTouch Hair Oil 807,Beauty,Haircare,VelvetTouch,2229,863.0
PROD0241,BrightMind Books Mystery Novel 635,Books,Fiction,BrightMind Books,139,58.5
PROD0242,LumiCare Hair Serum 335,Beauty,Haircare,LumiCare,219,97.49
PROD0243,Trendify Case 857,Fashion,Accessories,Trendify,1039,430.02
PROD0244,Wardrobe Co. Women's Top 306,Fashion,Women,Wardrobe Co.,1309,879.07
PROD0245,OmniTech Smartphone 359,Electronics,Smartphones,OmniTech,9429,4512.08
PROD0246,Samsonic Case 726,Electronics,Accessories,Samsonic,3049,2122.31
PROD0247,Metro Wear Case 429,Fashion,Accessories,Metro Wear,1079,393.09
PROD0248,Zenith Laptop 603,Electronics,Laptops,Zenith,2359,1561.91
PROD0249,NatureBloom Moisturizer 943,Beauty,Skincare,NatureBloom,2959,1580.71
PROD0250,HomeCraft Ceiling Fan 839,Home & Kitchen,Appliances,HomeCraft,809,501.85
PROD0251,Samsonic Notebook 939,Electronics,Laptops,Samsonic,3119,1633.55
PROD0252,StyleHub Sandals 339,Fashion,Footwear,StyleHub,4119,1604.78
PROD0253,Trendify Cable 855,Fashion,Accessories,Trendify,2239,984.04
PROD0254,HomeCraft Bookshelf 347,Home & Kitchen,Furniture,HomeCraft,7319,3463.66
PROD0255,Zenith Notebook 923,Electronics,Laptops,Zenith,2029,877.91
PROD0256,StyleHub Men's Jeans 520,Fashion,Men,StyleHub,899,458.67
PROD0257,VelvetTouch Hair Serum 912,Beauty,Haircare,VelvetTouch,579,354.29
PROD0258,Samsonic Charger 614,Electronics,Accessories,Samsonic,47949,33211.27
PROD0259,NatureBloom Serum 813,Beauty,Skincare,NatureBloom,1929,771.15
PROD0260,PureSkin Hair Oil 692,Beauty,Haircare,PureSkin,969,431.53
PROD0261,VelvetTouch Conditioner 541,Beauty,Haircare,VelvetTouch,1599,827.61
PROD0262,Skyline Notebook 143,Electronics,Laptops,Skyline,58389,36902.99
PROD0263,InkWell Publications Reference Book 414,Books,Education,InkWell Publications,359,222.25
PROD0264,GlowUp Conditioner 847,Beauty,Haircare,GlowUp,629,369.22
PROD0265,UrbanNest Study Table 924,Home & Kitchen,Furniture,UrbanNest,7539,5091.04
PROD0266,FitPro Yoga Mat 274,Sports & Fitness,Fitness,FitPro,6849,2748.99
PROD0267,Metro Wear Charger 190,Fashion,Accessories,Metro Wear,2739,1429.63
PROD0268,BrightWave Notebook 795,Electronics,Laptops,BrightWave,2139,1294.08
PROD0269,PeakGear Resistance Band 106,Sports & Fitness,Fitness,PeakGear,6349,2533.05
PROD0270,GlowUp Hair Oil 948,Beauty,Haircare,GlowUp,2639,1262.69
PROD0271,HomeCraft Photo Frame 759,Home & Kitchen,Home Decor,HomeCraft,689,245.41
PROD0272,StyleHub Men's Jacket 168,Fashion,Men,StyleHub,449,306.45
PROD0273,LivWell Photo Frame 358,Home & Kitchen,Home Decor,LivWell,559,284.31
PROD0274,Pulsar Smartphone 310,Electronics,Smartphones,Pulsar,2039,1266.65
PROD0275,Wardrobe Co. Running Shoes 271,Fashion,Footwear,Wardrobe Co.,1299,819.96
PROD0276,HomeCraft Water Purifier 988,Home & Kitchen,Appliances,HomeCraft,10359,6821.01
PROD0277,OmniTech Headphones 176,Electronics,Audio,OmniTech,18139,10412.81
PROD0278,BrightWave Phone 307,Electronics,Smartphones,BrightWave,1669,751.92
PROD0279,LivWell Microwave Oven 553,Home & Kitchen,Appliances,LivWell,1589,1035.44
PROD0280,GlowUp Hair Serum 932,Beauty,Haircare,GlowUp,609,375.64
PROD0281,HomeCraft Ceiling Fan 616,Home & Kitchen,Appliances,HomeCraft,3199,1382.43
PROD0282,Pulsar Bluetooth Speaker 255,Electronics,Audio,Pulsar,41699,24627.28
PROD0283,Skyline Bluetooth Speaker 684,Electronics,Audio,Skyline,6179,2941.15
PROD0284,LumiCare Foundation 993,Beauty,Makeup,LumiCare,2219,1030.54
PROD0285,Trendify Charger 224,Fashion,Accessories,Trendify,3219,1246.25
PROD0286,Trendify Sandals 278,Fashion,Footwear,Trendify,1589,700.1
PROD0287,OmniTech Smartphone 420,Electronics,Smartphones,OmniTech,6489,3816.72
PROD0288,PureSkin Face Wash 279,Beauty,Skincare,PureSkin,359,219.9
PROD0289,BrightMind Books Biography 719,Books,Non-Fiction,BrightMind Books,559,214.84
PROD0290,ActiveEdge Sports Cap 843,Sports & Fitness,Sportswear,ActiveEdge,419,174.13
PROD0291,LumiCare Face Wash 507,Beauty,Skincare,LumiCare,539,219.07
PROD0292,BrightWave Cable 948,Electronics,Accessories,BrightWave,58949,32972.99
PROD0293,Trendify Running Shoes 624,Fashion,Footwear,Trendify,4059,2508.95
PROD0294,OmniTech Smartphone 518,Electronics,Smartphones,OmniTech,1089,523.88
PROD0295,GlowUp Lipstick 514,Beauty,Makeup,GlowUp,439,172.81
PROD0296,NatureBloom Compact Powder 523,Beauty,Makeup,NatureBloom,1059,690.15
PROD0297,Pulsar Laptop 735,Electronics,Laptops,Pulsar,1479,958.14
PROD0298,GlowUp Hair Oil 572,Beauty,Haircare,GlowUp,1469,978.78
PROD0299,Trendify Women's Dress 664,Fashion,Women,Trendify,1309,464.2
PROD0300,PageTurner Press Romance Novel 189,Books,Fiction,PageTurner Press,319,157.24
PROD0301,InkWell Publications History Book 909,Books,Non-Fiction,InkWell Publications,359,166.48
PROD0302,Samsonic Phone 193,Electronics,Smartphones,Samsonic,1779,992.37
PROD0303,IronCore Camping Tent 394,Sports & Fitness,Outdoor,IronCore,1249,829.88
PROD0304,Voltek Notebook 667,Electronics,Laptops,Voltek,1159,531.04
PROD0305,Wardrobe Co. Running Shoes 370,Fashion,Footwear,Wardrobe Co.,419,150.91
PROD0306,StyleHub Sandals 432,Fashion,Footwear,StyleHub,989,376.13
PROD0307,KitchenKing Water Purifier 352,Home & Kitchen,Appliances,KitchenKing,12869,5122.28
PROD0308,NatureBloom Conditioner 401,Beauty,Haircare,NatureBloom,2169,1401.86
PROD0309,StyleHub Sandals 338,Fashion,Footwear,StyleHub,899,596.17
PROD0310,Metro Wear Formal Shoes 911,Fashion,Footwear,Metro Wear,509,339.22
PROD0311,VelvetTouch Sunscreen 933,Beauty,Skincare,VelvetTouch,2189,802.79
PROD0312,Trendify Charger 225,Fashion,Accessories,Trendify,1659,998.37
PROD0313,OmniTech Power Bank 374,Electronics,Accessories,OmniTech,1099,467.0
PROD0314,KitchenKing Mixer Grinder 395,Home & Kitchen,Kitchen,KitchenKing,9059,5563.52
PROD0315,Samsonic Charger 101,Electronics,Accessories,Samsonic,2069,778.76
